date,bl_portfolio_return,equal_weighted_return
2023-12-01,0.004205000000000001,0.004205
2023-12-08,-0.001579,-0.001579
2023-12-15,0.0024339999999999995,0.002434
2023-12-22,-0.0040490000000000005,-0.004049
2023-12-29,0.001646,0.0016459999999999997
2024-01-05,0.00055,0.00055
2024-01-12,0.011554000000000002,0.011553999999999998
2024-01-19,4.4e-05,4.4e-05
2024-01-26,0.007568,0.007567999999999999
2024-02-02,0.006382,0.006382
2024-02-09,-0.004712999999999999,-0.004712999999999999
2024-02-16,0.000687,0.000687
2024-02-23,0.008189000000000002,0.008189
2024-03-01,-0.005701000000000001,-0.005701
2024-03-08,0.005012,-0.005012000000000001
2024-03-15,-0.0027279999999999995,-0.002728
2024-03-22,0.0014250000000000003,0.001425
2024-03-29,0.009818999999999996,0.009818999999999998
2024-04-12,-0.0063739999999999995,-0.006374
2024-04-19,-0.009415,0.009415
2024-04-26,0.011427999999999999,0.011428
2024-05-03,0.000732,0.000732
2024-05-10,0.0016309999999999999,0.001631
2024-05-17,-0.007304000000000001,0.007304
2024-05-24,0.007226999999999999,0.007226999999999999
2024-05-31,-0.0031879999999999994,-0.003188
2024-06-07,-0.001966,-0.001966
2024-06-14,-0.0011470000000000002,-0.001147
2024-06-21,-0.0026789999999999995,-0.0026789999999999995
2024-06-28,0.004254999999999999,0.004255
2024-07-05,0.006245,0.006244999999999999
2024-07-12,-0.006319,-0.006319
2024-07-19,0.011320000000000002,0.01132
2024-07-26,-0.019843,-0.019843
2024-08-02,0.004177,0.004177
2024-08-09,-0.0024990000000000004,0.0024990000000000004
2024-08-16,-0.0134,0.0134
2024-08-23,0.009297999999999999,0.009297999999999999
2024-08-30,-0.016696999999999997,-0.016697
2024-09-06,-0.007210000000000001,0.00721
2024-09-13,-0.002509,-0.0025089999999999995
2024-09-20,-0.0006380000000000001,-0.0006379999999999999
2024-09-27,0.00949,0.00949
2024-10-04,0.007488000000000001,0.007488
2024-10-11,0.003934,0.003933999999999999
2024-10-18,-0.001133,-0.001133
2024-10-25,0.003685,0.0036849999999999995
2024-11-01,0.003841999999999999,0.003841999999999999
2024-11-08,-0.012270000000000001,-0.01227
2024-11-15,-0.005529,0.005529000000000001
2024-11-22,0.005464000000000002,0.005463999999999999
2024-11-29,0.0030130000000000005,0.003012999999999999
2024-12-06,-0.000774,-0.000774
2024-12-13,0.010642,0.010642
2024-12-27,-0.003392,-0.003392
2025-01-03,0.0,0.0
2025-01-17,0.0,0.0
2025-01-24,0.0,0.0
2025-01-31,0.0,0.0
2025-02-07,0.0,0.0
2025-02-14,0.0,0.0
2025-02-21,0.0,0.0
2025-02-28,0.0,0.0
2025-03-07,0.0,0.0
