"Date","Price","Open","High","Low","Change %"
"11/05/2024","0.415","0.373","0.446","0.370","16.25%"
"11/04/2024","0.357","0.389","0.433","0.378","-5.43%"
"11/01/2024","0.377","0.429","0.460","0.400","-2.96%"
"10/31/2024","0.389","0.517","0.517","0.406","-11.59%"
"10/30/2024","0.440","0.452","0.475","0.421","1.03%"
"10/29/2024","0.435","0.428","0.481","0.428","-2.35%"
"10/28/2024","0.446","0.491","0.499","0.429","-2.19%"
"10/25/2024","0.456","0.499","0.504","0.456","-4.00%"
"10/24/2024","0.475","0.508","0.512","0.470","-5.57%"
"10/23/2024","0.503","0.511","0.517","0.483","2.03%"
"10/22/2024","0.493","0.474","0.493","0.469","6.94%"
"10/21/2024","0.461","0.405","0.466","0.405","7.21%"
"10/18/2024","0.430","0.445","0.458","0.429","-2.49%"
"10/17/2024","0.441","0.428","0.444","0.426","2.80%"
"10/16/2024","0.429","0.441","0.447","0.416","-4.88%"
"10/15/2024","0.451","0.499","0.499","0.443","-8.15%"
"10/14/2024","0.491","0.514","0.517","0.481","-7.36%"
"10/11/2024","0.530","0.533","0.542","0.506","-1.30%"
"10/10/2024","0.537","0.498","0.576","0.498","8.05%"
"10/09/2024","0.497","0.480","0.501","0.467","-1.00%"
"10/08/2024","0.502","0.462","0.502","0.451","9.37%"
"10/07/2024","0.459","0.462","0.479","0.436","-3.37%"
"10/04/2024","0.475","0.401","0.475","0.401","17.00%"
"10/03/2024","0.406","0.417","0.436","0.400","-1.69%"
"10/02/2024","0.413","0.414","0.427","0.388","8.40%"
"10/01/2024","0.381","0.424","0.424","0.371","-5.93%"
"09/30/2024","0.405","0.411","0.429","0.398","-2.17%"
"09/27/2024","0.414","0.479","0.479","0.391","-9.21%"
"09/26/2024","0.456","0.490","0.490","0.403","-6.94%"
"09/25/2024","0.490","0.490","0.495","0.485","-0.61%"
"09/24/2024","0.493","0.508","0.508","0.485","-3.71%"
"09/23/2024","0.512","0.518","0.532","0.495","1.79%"
"09/20/2024","0.503","0.491","0.503","0.472","3.93%"
"09/19/2024","0.484","0.468","0.497","0.451","7.80%"
"09/18/2024","0.449","0.446","0.451","0.398","6.65%"
"09/17/2024","0.421","0.426","0.426","0.391","2.43%"
"09/16/2024","0.411","0.437","0.437","0.404","-7.85%"
"09/13/2024","0.446","0.439","0.453","0.412","-2.41%"
"09/12/2024","0.457","0.443","0.457","0.414","8.55%"
"09/11/2024","0.421","0.480","0.480","0.414","-6.24%"
"09/10/2024","0.449","0.466","0.486","0.449","-3.23%"
"09/09/2024","0.464","0.484","0.498","0.462","-0.64%"
"09/06/2024","0.467","0.468","0.502","0.442","-0.21%"
"09/05/2024","0.468","0.445","0.475","0.426","7.34%"
"09/04/2024","0.436","0.477","0.480","0.426","-4.60%"
"09/03/2024","0.457","0.481","0.502","0.451","-5.97%"
"09/02/2024","0.486","0.513","0.513","0.480","3.85%"
"08/30/2024","0.468","0.458","0.474","0.439","-0.43%"
"08/29/2024","0.470","0.463","0.470","0.416","5.38%"
"08/28/2024","0.446","0.497","0.497","0.426","-5.91%"
