PERMNO,date,ticker,divamt,prc,ret,retx,vwretd,vwretx
89469,2023-12-20,IEF,,96.43,0.004898,0.004898,-0.014802,-0.015095
89469,2023-12-21,IEF,,96.28,-0.001556,-0.001556,0.011213,0.011131
89469,2023-12-22,IEF,,96.19,-0.000935,-0.000935,0.002434,0.002366
89469,2023-12-26,IEF,,96.25,0.000624,0.000624,0.005223,0.005204
89469,2023-12-27,IEF,,97,0.007792,0.007792,0.001989,0.001802
89469,2023-12-28,IEF,,96.63,-0.003814,-0.003814,-0.000111,-0.000298
89469,2023-12-29,IEF,,96.39,-0.002484,-0.002484,-0.004049,-0.004087
89469,2024-01-02,IEF,,96.03,-0.003735,-0.003735,-0.006546,-0.00659
89469,2024-01-03,IEF,,96.26,0.002395,0.002395,-0.010015,-0.010046
89469,2024-01-04,IEF,,95.68,-0.006025,-0.006025,-0.002642,-0.002737
89469,2024-01-05,IEF,,95.33,-0.003658,-0.003658,0.001646,0.00164
89469,2024-01-08,IEF,,95.65,0.003357,0.003357,0.014021,0.014006
89469,2024-01-09,IEF,,95.61,-0.000418,-0.000418,-0.002547,-0.002665
89469,2024-01-10,IEF,,95.46,-0.001569,-0.001569,0.004685,0.004666
89469,2024-01-11,IEF,,95.97,0.005343,0.005343,-0.001333,-0.001372
89469,2024-01-12,IEF,,96.23,0.002709,0.002709,0.00055,0.000489
89469,2024-01-16,IEF,,95.45,-0.008106,-0.008106,-0.005242,-0.005257
89469,2024-01-17,IEF,,95.14,-0.003248,-0.003248,-0.006324,-0.006339
89469,2024-01-18,IEF,,94.93,-0.002207,-0.002207,0.008049,0.007987
89469,2024-01-19,IEF,,94.94,0.000105,0.000105,0.011554,0.011513
89469,2024-01-22,IEF,,95.23,0.003055,0.003055,0.003822,0.003813
89469,2024-01-23,IEF,,94.99,-0.00252,-0.00252,0.002103,0.002082
89469,2024-01-24,IEF,,94.72,-0.002842,-0.002842,-0.000321,-0.000351
89469,2024-01-25,IEF,,95.13,0.004329,0.004329,0.005203,0.005158
89469,2024-01-26,IEF,,94.96,-0.001787,-0.001787,0.000044,0.000041
89469,2024-01-29,IEF,,95.53,0.006003,0.006003,0.008416,0.00839
89469,2024-01-30,IEF,,95.66,0.001361,0.001361,-0.001334,-0.001428
89469,2024-01-31,IEF,,96.46,0.008363,0.008363,-0.015799,-0.015827
89469,2024-02-01,IEF,0.23588,96.82,0.006178,0.003732,0.012365,0.012254
89469,2024-02-02,IEF,,95.56,-0.013014,-0.013014,0.007568,0.007514
89469,2024-02-05,IEF,,94.63,-0.009732,-0.009732,-0.004994,-0.005013
89469,2024-02-06,IEF,,95.14,0.005389,0.005389,0.003588,0.003538
89469,2024-02-07,IEF,,94.97,-0.001787,-0.001787,0.006775,0.00676
89469,2024-02-08,IEF,,94.66,-0.003264,-0.003264,0.002366,0.002264
89469,2024-02-09,IEF,,94.49,-0.001796,-0.001796,0.006382,0.006307
89469,2024-02-12,IEF,,94.58,0.000953,0.000953,0.000951,0.000929
89469,2024-02-13,IEF,,93.54,-0.010996,-0.010996,-0.016421,-0.016506
89469,2024-02-14,IEF,,93.89,0.003742,0.003742,0.011508,0.011339
89469,2024-02-15,IEF,,94.15,0.002769,0.002769,0.008273,0.008098
89469,2024-02-16,IEF,,93.74,-0.004355,-0.004355,-0.004713,-0.004845
89469,2024-02-20,IEF,,93.9,0.001707,0.001707,-0.006418,-0.006454
89469,2024-02-21,IEF,,93.6,-0.003195,-0.003195,0.000158,0.000116
89469,2024-02-22,IEF,,93.61,0.000107,0.000107,0.018433,0.018384
89469,2024-02-23,IEF,,94.04,0.004594,0.004594,0.000687,0.000661
89469,2024-02-26,IEF,,93.9,-0.001489,-0.001489,-0.002388,-0.002415
89469,2024-02-27,IEF,,93.69,-0.002236,-0.002236,0.002686,0.002655
89469,2024-02-28,IEF,,94.03,0.003629,0.003629,-0.002149,-0.002235
89469,2024-02-29,IEF,,94.22,0.002021,0.002021,0.005377,0.005195
89469,2024-03-01,IEF,0.24925,94.4,0.004556,0.00191,0.008189,0.00806
89469,2024-03-04,IEF,,94.19,-0.002225,-0.002225,-0.001162,-0.001193
89469,2024-03-05,IEF,,94.77,0.006158,0.006158,-0.009572,-0.009593
89469,2024-03-06,IEF,,95,0.002427,0.002427,0.005899,0.005834
89469,2024-03-07,IEF,,95.16,0.001684,0.001684,0.009929,0.009819
89469,2024-03-08,IEF,,95.23,0.000736,0.000736,-0.005701,-0.005773
89469,2024-03-11,IEF,,95.11,-0.00126,-0.00126,-0.001447,-0.001456
89469,2024-03-12,IEF,,94.72,-0.004101,-0.004101,0.009405,0.009368
89469,2024-03-13,IEF,,94.51,-0.002217,-0.002217,-0.000746,-0.000786
89469,2024-03-14,IEF,,93.81,-0.007407,-0.007407,-0.004847,-0.005131
89469,2024-03-15,IEF,,93.65,-0.001706,-0.001706,-0.005012,-0.0051
89469,2024-03-18,IEF,,93.54,-0.001175,-0.001175,0.004593,0.004538
89469,2024-03-19,IEF,,93.81,0.002886,0.002886,0.005022,0.005011
89469,2024-03-20,IEF,,94.03,0.002345,0.002345,0.010377,0.010259
89469,2024-03-21,IEF,,94.04,0.000106,0.000106,0.003784,0.003674
89469,2024-03-22,IEF,,94.5,0.004892,0.004892,-0.002728,-0.002831
89469,2024-03-25,IEF,,94.25,-0.002646,-0.002646,-0.002195,-0.002198
89469,2024-03-26,IEF,,94.39,0.001485,0.001485,-0.002214,-0.002217
89469,2024-03-27,IEF,,94.75,0.003814,0.003814,0.009376,0.009201
89469,2024-03-28,IEF,,94.66,-0.00095,-0.00095,0.001425,0.001395
89469,2024-04-01,IEF,0.27584,93.53,-0.009023,-0.011938,-0.00287,-0.002964
89469,2024-04-02,IEF,,93.33,-0.002138,-0.002138,-0.007896,-0.00792
89469,2024-04-03,IEF,,93.44,0.001179,0.001179,0.002158,0.002123
89469,2024-04-04,IEF,,93.76,0.003425,0.003425,-0.011202,-0.011293
89469,2024-04-05,IEF,,93.14,-0.006613,-0.006613,0.009819,0.00981
89469,2024-04-08,IEF,,92.93,-0.002255,-0.002255,0.000671,0.000635
89469,2024-04-09,IEF,,93.3,0.003982,0.003982,0.001795,0.001689
89469,2024-04-10,IEF,,92.06,-0.013291,-0.013291,-0.011114,-0.011133
89469,2024-04-11,IEF,,91.93,-0.001412,-0.001412,0.006354,0.00633
89469,2024-04-12,IEF,,92.31,0.004134,0.004134,-0.014894,-0.014986
89469,2024-04-15,IEF,,91.72,-0.006391,-0.006391,-0.012224,-0.012236
89469,2024-04-16,IEF,,91.36,-0.003925,-0.003925,-0.002789,-0.002793
89469,2024-04-17,IEF,,91.94,0.006349,0.006349,-0.005513,-0.005516
89469,2024-04-18,IEF,,91.62,-0.003481,-0.003481,-0.002084,-0.002132
89469,2024-04-19,IEF,,91.74,0.00131,0.00131,-0.006374,-0.00641
89469,2024-04-22,IEF,,91.75,0.000109,0.000109,0.008478,0.008379
89469,2024-04-23,IEF,,91.87,0.001308,0.001308,0.012243,0.012223
89469,2024-04-24,IEF,,91.59,-0.003048,-0.003048,-0.000467,-0.000496
89469,2024-04-25,IEF,,91.24,-0.003821,-0.003821,-0.003958,-0.003976
89469,2024-04-26,IEF,,91.49,0.00274,0.00274,0.009415,0.009386
89469,2024-04-29,IEF,,91.86,0.004044,0.004044,0.003706,0.003638
89469,2024-04-30,IEF,,91.43,-0.004681,-0.004681,-0.01622,-0.016257
89469,2024-05-01,IEF,0.27086,91.52,0.003947,0.000984,-0.002178,-0.002301
89469,2024-05-02,IEF,,91.95,0.004698,0.004698,0.010178,0.01015
89469,2024-05-03,IEF,,92.46,0.005547,0.005547,0.011428,0.011387
89469,2024-05-06,IEF,,92.54,0.000865,0.000865,0.010648,0.010622
89469,2024-05-07,IEF,,92.78,0.002593,0.002593,0.000938,0.000894
89469,2024-05-08,IEF,,92.52,-0.002802,-0.002802,-0.00102,-0.001032
89469,2024-05-09,IEF,,92.8,0.003026,0.003026,0.00588,0.005714
89469,2024-05-10,IEF,,92.5,-0.003233,-0.003233,0.000732,0.000581
89469,2024-05-13,IEF,,92.61,0.001189,0.001189,-0.000024,-0.00004
89469,2024-05-14,IEF,,92.88,0.002915,0.002915,0.005802,0.00567
89469,2024-05-15,IEF,,93.58,0.007537,0.007537,0.011286,0.011147
89469,2024-05-16,IEF,,93.4,-0.001923,-0.001923,-0.002303,-0.002469
89469,2024-05-17,IEF,,93.11,-0.003105,-0.003105,0.001631,0.001553
89469,2024-05-20,IEF,,92.97,-0.001504,-0.001504,0.001426,0.001351
89469,2024-05-21,IEF,,93.21,0.002581,0.002581,0.001352,0.001316
89469,2024-05-22,IEF,,93.09,-0.001287,-0.001287,-0.003777,-0.003809
89469,2024-05-23,IEF,,92.76,-0.003545,-0.003545,-0.008627,-0.008665
89469,2024-05-24,IEF,,92.88,0.001294,0.001294,0.007304,0.00728
89469,2024-05-28,IEF,,92.36,-0.005599,-0.005599,-0.000542,-0.000542
89469,2024-05-29,IEF,,91.91,-0.004872,-0.004872,-0.008469,-0.008486
89469,2024-05-30,IEF,,92.37,0.005005,0.005005,-0.002984,-0.003058
89469,2024-05-31,IEF,,92.8,0.004655,0.004655,0.007227,0.007124
89469,2024-06-03,IEF,0.27643,93.13,0.006535,0.003556,0.000074,-0.000109
89469,2024-06-04,IEF,,93.64,0.005476,0.005476,-0.00091,-0.000958
89469,2024-06-05,IEF,,93.98,0.003631,0.003631,0.011596,0.01158
89469,2024-06-06,IEF,,93.94,-0.000426,-0.000426,-0.000278,-0.000299
89469,2024-06-07,IEF,,92.95,-0.010539,-0.010539,-0.003188,-0.003332
89469,2024-06-10,IEF,,92.75,-0.002152,-0.002152,0.003009,0.002931
89469,2024-06-11,IEF,,93.24,0.005283,0.005283,0.001215,0.001075
89469,2024-06-12,IEF,,93.76,0.005577,0.005577,0.009215,0.009187
89469,2024-06-13,IEF,,94.38,0.006613,0.006613,-0.000227,-0.000249
89469,2024-06-14,IEF,,94.6,0.002331,0.002331,-0.001966,-0.002208
89469,2024-06-17,IEF,,94.16,-0.004651,-0.004651,0.007148,0.00704
89469,2024-06-18,IEF,,94.57,0.004354,0.004354,0.002286,0.002249
89469,2024-06-20,IEF,,94.33,-0.002538,-0.002538,-0.002235,-0.002243
89469,2024-06-21,IEF,,94.35,0.000212,0.000212,-0.001147,-0.001283
89469,2024-06-24,IEF,,94.43,0.000848,0.000848,-0.001136,-0.001252
89469,2024-06-25,IEF,,94.51,0.000847,0.000847,0.00232,0.002306
89469,2024-06-26,IEF,,93.94,-0.006031,-0.006031,0.000792,0.000759
89469,2024-06-27,IEF,,94.15,0.002235,0.002235,0.002005,0.001958
89469,2024-06-28,IEF,,93.65,-0.005311,-0.005311,-0.002679,-0.002922
89469,2024-07-01,IEF,0.28508,92.67,-0.00742,-0.010465,0.001195,0.001083
89469,2024-07-02,IEF,,93.02,0.003777,0.003777,0.005761,0.005755
89469,2024-07-03,IEF,,93.64,0.006665,0.006665,0.005245,0.005207
89469,2024-07-05,IEF,,94.16,0.005553,0.005553,0.004255,0.004139
89469,2024-07-08,IEF,,94.19,0.000319,0.000319,0.001143,0.001117
89469,2024-07-09,IEF,,94.06,-0.00138,-0.00138,-0.00021,-0.00023
89469,2024-07-10,IEF,,94.15,0.000957,0.000957,0.009825,0.009718
89469,2024-07-11,IEF,,94.75,0.006373,0.006373,-0.003314,-0.003351
89469,2024-07-12,IEF,,94.95,0.002111,0.002111,0.006245,0.006239
89469,2024-07-15,IEF,,94.65,-0.00316,-0.00316,0.003602,0.003521
89469,2024-07-16,IEF,,95.07,0.004437,0.004437,0.009,0.008997
89469,2024-07-17,IEF,,95.15,0.000842,0.000842,-0.01357,-0.01358
89469,2024-07-18,IEF,,94.88,-0.002838,-0.002838,-0.008876,-0.008879
89469,2024-07-19,IEF,,94.58,-0.003162,-0.003162,-0.006319,-0.006365
89469,2024-07-22,IEF,,94.49,-0.000952,-0.000952,0.010687,0.01065
89469,2024-07-23,IEF,,94.56,0.000741,0.000741,-0.000684,-0.00069
89469,2024-07-24,IEF,,94.35,-0.002221,-0.002221,-0.021922,-0.021935
89469,2024-07-25,IEF,,94.56,0.002226,0.002226,-0.003251,-0.003279
89469,2024-07-26,IEF,,95.01,0.004759,0.004759,0.01132,0.011268
89469,2024-07-29,IEF,,95.17,0.001684,0.001684,-0.000395,-0.000409
89469,2024-07-30,IEF,,95.37,0.002102,0.002102,-0.004022,-0.004038
89469,2024-07-31,IEF,,96.07,0.00734,0.00734,0.014456,0.014368
89469,2024-08-01,IEF,0.2891,96.19,0.004258,0.001249,-0.015412,-0.015522
89469,2024-08-02,IEF,,97.68,0.01549,0.01549,-0.019843,-0.019856
89469,2024-08-05,IEF,,97.78,0.001024,0.001024,-0.028567,-0.028607
89469,2024-08-06,IEF,,96.91,-0.008897,-0.008897,0.010137,0.010121
89469,2024-08-07,IEF,,96.56,-0.003612,-0.003612,-0.007394,-0.00743
89469,2024-08-08,IEF,,96.27,-0.003003,-0.003003,0.02278,0.022766
89469,2024-08-09,IEF,,96.66,0.004051,0.004051,0.004177,0.004044
89469,2024-08-12,IEF,,96.93,0.002793,0.002793,-0.000792,-0.000906
89469,2024-08-13,IEF,,97.36,0.004436,0.004436,0.016082,0.01607
89469,2024-08-14,IEF,,97.49,0.001335,0.001335,0.003297,0.003271
89469,2024-08-15,IEF,,96.88,-0.006257,-0.006257,0.016628,0.01638
89469,2024-08-16,IEF,,97.07,0.001961,0.001961,0.002499,0.002371
89469,2024-08-19,IEF,,97.2,0.001339,0.001339,0.009676,0.009575
89469,2024-08-20,IEF,,97.59,0.004012,0.004012,-0.002907,-0.002935
89469,2024-08-21,IEF,,97.79,0.002049,0.002049,0.005503,0.005455
89469,2024-08-22,IEF,,97.34,-0.004602,-0.004602,-0.008631,-0.008649
89469,2024-08-23,IEF,,97.79,0.004623,0.004623,0.0134,0.013378
89469,2024-08-26,IEF,,97.67,-0.001227,-0.001227,-0.002737,-0.002756
89469,2024-08-27,IEF,,97.63,-0.00041,-0.00041,0.000819,0.000759
89469,2024-08-28,IEF,,97.58,-0.000512,-0.000512,-0.006305,-0.006316
89469,2024-08-29,IEF,,97.41,-0.001742,-0.001742,0.001292,0.001251
89469,2024-08-30,IEF,,97.07,-0.00349,-0.00349,0.009298,0.009154
89469,2024-09-03,IEF,0.28819,97.42,0.006575,0.003606,-0.021166,-0.021326
89469,2024-09-04,IEF,,97.99,0.005851,0.005851,-0.001598,-0.001641
89469,2024-09-05,IEF,,98.22,0.002347,0.002347,-0.002862,-0.002893
89469,2024-09-06,IEF,,98.36,0.001425,0.001425,-0.016697,-0.016799
89469,2024-09-09,IEF,,98.5,0.001423,0.001423,0.010589,0.010511
89469,2024-09-10,IEF,,98.92,0.004264,0.004264,0.003585,0.003553
89469,2024-09-11,IEF,,98.85,-0.000708,-0.000708,0.009761,0.009745
89469,2024-09-12,IEF,,98.69,-0.001619,-0.001619,0.008023,0.008004
89469,2024-09-13,IEF,,98.88,0.001925,0.001925,0.00721,0.007031
89469,2024-09-16,IEF,,99.14,0.002629,0.002629,0.002261,0.002084
89469,2024-09-17,IEF,,98.96,-0.001816,-0.001816,0.000636,0.000611
89469,2024-09-18,IEF,,98.53,-0.004345,-0.004345,-0.002449,-0.002463
89469,2024-09-19,IEF,,98.45,-0.000812,-0.000812,0.016849,0.016805
89469,2024-09-20,IEF,,98.42,-0.000305,-0.000305,-0.002509,-0.002585
89469,2024-09-23,IEF,,98.36,-0.00061,-0.00061,0.002728,0.002668
89469,2024-09-24,IEF,,98.47,0.001118,0.001118,0.003021,0.003008
89469,2024-09-25,IEF,,98.07,-0.004062,-0.004062,-0.003168,-0.003278
89469,2024-09-26,IEF,,98,-0.000714,-0.000714,0.004793,0.00472
89469,2024-09-27,IEF,,98.39,0.00398,0.00398,-0.000638,-0.000758
89469,2024-09-30,IEF,,98.12,-0.002744,-0.002744,0.003106,0.002989
89469,2024-10-01,IEF,0.28592,98.19,0.003627,0.000713,-0.008476,-0.00858
89469,2024-10-02,IEF,,97.91,-0.002852,-0.002852,0.000172,0.000115
89469,2024-10-03,IEF,,97.41,-0.005107,-0.005107,-0.002574,-0.002579
89469,2024-10-04,IEF,,96.47,-0.00965,-0.00965,0.00949,0.009344
89469,2024-10-07,IEF,,96.12,-0.003628,-0.003628,-0.008913,-0.008923
89469,2024-10-08,IEF,,96.2,0.000832,0.000832,0.007437,0.007431
89469,2024-10-09,IEF,,95.84,-0.003742,-0.003742,0.00642,0.006396
89469,2024-10-10,IEF,,95.83,-0.000104,-0.000104,-0.00171,-0.001839
89469,2024-10-11,IEF,,95.86,0.000313,0.000313,0.007488,0.007473
89469,2024-10-14,IEF,,95.69,-0.001773,-0.001773,0.006791,0.006791
89469,2024-10-15,IEF,,96.18,0.005121,0.005121,-0.00667,-0.006739
89469,2024-10-16,IEF,,96.33,0.00156,0.00156,0.005568,0.005557
89469,2024-10-17,IEF,,95.83,-0.00519,-0.00519,-0.000195,-0.000206
89469,2024-10-18,IEF,,95.94,0.001148,0.001148,0.003934,0.00389
89469,2024-10-21,IEF,,95.2,-0.007713,-0.007713,-0.00356,-0.003593
89469,2024-10-22,IEF,,95.11,-0.000945,-0.000945,-0.000953,-0.000959
89469,2024-10-23,IEF,,94.89,-0.002313,-0.002313,-0.008643,-0.008658
89469,2024-10-24,IEF,,95.1,0.002213,0.002213,0.002615,0.00259
89469,2024-10-25,IEF,,94.89,-0.002208,-0.002208,-0.001133,-0.001141
89469,2024-10-28,IEF,,94.67,-0.002318,-0.002318,0.004072,0.004058
89469,2024-10-29,IEF,,94.71,0.000423,0.000423,0.001117,0.001114
89469,2024-10-30,IEF,,94.57,-0.001478,-0.001478,-0.003113,-0.00313
89469,2024-10-31,IEF,,94.52,-0.000529,-0.000529,-0.017028,-0.017114
89469,2024-11-01,IEF,0.29158,93.67,-0.005908,-0.008993,0.003685,0.00357
89469,2024-11-04,IEF,,94.17,0.005338,0.005338,-0.001724,-0.001772
89469,2024-11-05,IEF,,94.22,0.000531,0.000531,0.012631,0.012615
89469,2024-11-06,IEF,,93.25,-0.010295,-0.010295,0.025795,0.025783
89469,2024-11-07,IEF,,94,0.008043,0.008043,0.007115,0.007085
89469,2024-11-08,IEF,,94.2,0.002128,0.002128,0.003842,0.003653
89469,2024-11-11,IEF,,93.94,-0.00276,-0.00276,0.00315,0.00315
89469,2024-11-12,IEF,,93.35,-0.006281,-0.006281,-0.004204,-0.004259
89469,2024-11-13,IEF,,93.29,-0.000643,-0.000643,-0.000771,-0.000809
89469,2024-11-14,IEF,,93.28,-0.000107,-0.000107,-0.006546,-0.006636
89469,2024-11-15,IEF,,93.32,0.000429,0.000429,-0.01227,-0.012429
89469,2024-11-18,IEF,,93.53,0.00225,0.00225,0.004452,0.004292
89469,2024-11-19,IEF,,93.73,0.002138,0.002138,0.004707,0.004694
89469,2024-11-20,IEF,,93.59,-0.001494,-0.001494,0.000581,0.000551
89469,2024-11-21,IEF,,93.54,-0.000534,-0.000534,0.00716,0.007039
89469,2024-11-22,IEF,,93.6,0.000641,0.000641,0.005529,0.005491
89469,2024-11-25,IEF,,94.61,0.010791,0.010791,0.004285,0.004274
89469,2024-11-26,IEF,,94.41,-0.002114,-0.002114,0.003277,0.003226
89469,2024-11-27,IEF,,94.79,0.004025,0.004025,-0.002676,-0.002735
89469,2024-11-29,IEF,,95.19,0.00422,0.00422,0.005464,0.00536
89469,2024-12-02,IEF,0.29201,94.89,-0.000084,-0.003152,0.001573,0.001395
89469,2024-12-03,IEF,,94.62,-0.002845,-0.002845,0.000242,0.00021
89469,2024-12-04,IEF,,94.98,0.003805,0.003805,0.006358,0.006336
89469,2024-12-05,IEF,,94.97,-0.000105,-0.000105,-0.002458,-0.00251
89469,2024-12-06,IEF,,95.27,0.003159,0.003159,0.003013,0.002921
89469,2024-12-09,IEF,,94.94,-0.003464,-0.003464,-0.006671,-0.006779
89469,2024-12-10,IEF,,94.77,-0.001791,-0.001791,-0.003941,-0.003963
89469,2024-12-11,IEF,,94.49,-0.002955,-0.002955,0.008102,0.008064
89469,2024-12-12,IEF,,94.13,-0.00381,-0.00381,-0.00618,-0.006195
89469,2024-12-13,IEF,,93.69,-0.004674,-0.004674,-0.000774,-0.000957
89469,2024-12-16,IEF,,93.72,0.00032,0.00032,0.003597,0.003474
89469,2024-12-17,IEF,,93.72,0,0,-0.004805,-0.005018
89469,2024-12-18,IEF,0.30752,92.69,-0.007709,-0.01099,-0.031161,-0.031215
89469,2024-12-19,IEF,,92.27,-0.004531,-0.004531,-0.001381,-0.001397
89469,2024-12-20,IEF,,92.61,0.003685,0.003685,0.010642,0.010456
89469,2024-12-23,IEF,,92.2,-0.004427,-0.004427,0.005633,0.00542
89469,2024-12-24,IEF,,92.25,0.000542,0.000542,0.010566,0.010521
89469,2024-12-26,IEF,,92.32,0.000759,0.000759,0.000346,0.000282
89469,2024-12-27,IEF,,92.08,-0.0026,-0.0026,-0.010692,-0.010775
89469,2024-12-30,IEF,,92.62,0.005864,0.005864,-0.009878,-0.0099
89469,2024-12-31,IEF,,92.45,-0.001836,-0.001836,-0.003392,-0.003541
89470,2023-01-03,SHY,,81.24,0.000862,0.000862,-0.003934,-0.003996
89470,2023-01-04,SHY,,81.32,0.000985,0.000985,0.009553,0.009515
89470,2023-01-05,SHY,,81.21,-0.001353,-0.001353,-0.01097,-0.011108
89470,2023-01-06,SHY,,81.52,0.003817,0.003817,0.022257,0.022239
89470,2023-01-09,SHY,,81.6,0.000981,0.000981,0.001059,0.00093
89470,2023-01-10,SHY,,81.53,-0.000858,-0.000858,0.007316,0.007316
89470,2023-01-11,SHY,,81.6,0.000859,0.000859,0.012571,0.012557
89470,2023-01-12,SHY,,81.78,0.002206,0.002206,0.005718,0.005618
89470,2023-01-13,SHY,,81.64,-0.001712,-0.001712,0.004322,0.004291
89470,2023-01-17,SHY,,81.69,0.000612,0.000612,-0.001146,-0.001149
89470,2023-01-18,SHY,,81.87,0.002203,0.002203,-0.014241,-0.014242
89470,2023-01-19,SHY,,81.85,-0.000244,-0.000244,-0.007486,-0.007574
89470,2023-01-20,SHY,,81.78,-0.000855,-0.000855,0.018067,0.018046
89470,2023-01-23,SHY,,81.7,-0.000978,-0.000978,0.011763,0.011753
89470,2023-01-24,SHY,,81.73,0.000367,0.000367,-0.001146,-0.001169
89470,2023-01-25,SHY,,81.78,0.000612,0.000612,0.000339,0.000303
89470,2023-01-26,SHY,,81.73,-0.000611,-0.000611,0.010381,0.010332
89470,2023-01-27,SHY,,81.73,0,0,0.003473,0.003443
89470,2023-01-30,SHY,,81.65,-0.000979,-0.000979,-0.012975,-0.013074
89470,2023-01-31,SHY,,81.8,0.001837,0.001837,0.01555,0.01553
89470,2023-02-01,SHY,0.15245,81.79,0.001741,-0.000122,0.011137,0.011071
89470,2023-02-02,SHY,,81.8,0.000122,0.000122,0.013799,0.013759
89470,2023-02-03,SHY,,81.5,-0.003668,-0.003668,-0.010632,-0.010711
89470,2023-02-06,SHY,,81.27,-0.002822,-0.002822,-0.007223,-0.0073
89470,2023-02-07,SHY,,81.31,0.000492,0.000492,0.011465,0.011447
89470,2023-02-08,SHY,,81.34,0.000369,0.000369,-0.010374,-0.010397
89470,2023-02-09,SHY,,81.28,-0.000738,-0.000738,-0.00885,-0.008963
89470,2023-02-10,SHY,,81.24,-0.000492,-0.000492,0.001496,0.001347
89470,2023-02-13,SHY,,81.26,0.000246,0.000246,0.010859,0.010737
89470,2023-02-14,SHY,,81.09,-0.002092,-0.002092,0.000941,0.000806
89470,2023-02-15,SHY,,81.1,0.000123,0.000123,0.004435,0.00426
89470,2023-02-16,SHY,,81.11,0.000123,0.000123,-0.012705,-0.012778
89470,2023-02-17,SHY,,81.18,0.000863,0.000863,-0.002933,-0.003077
89470,2023-02-21,SHY,,81.02,-0.001971,-0.001971,-0.020457,-0.020474
89470,2023-02-22,SHY,,81.06,0.000494,0.000494,-0.000607,-0.000639
89470,2023-02-23,SHY,,81.11,0.000617,0.000617,0.004871,0.004808
89470,2023-02-24,SHY,,80.94,-0.002096,-0.002096,-0.01016,-0.010197
89470,2023-02-27,SHY,,81.01,0.000865,0.000865,0.003327,0.00321
89470,2023-02-28,SHY,,80.99,-0.000247,-0.000247,-0.002576,-0.002676
89470,2023-03-01,SHY,0.16229,80.68,-0.001824,-0.003828,-0.003159,-0.003259
89470,2023-03-02,SHY,,80.71,0.000372,0.000372,0.006503,0.00637
89470,2023-03-03,SHY,,80.76,0.00062,0.00062,0.015546,0.01548
89470,2023-03-06,SHY,,80.72,-0.000495,-0.000495,-0.00175,-0.001793
89470,2023-03-07,SHY,,80.55,-0.002106,-0.002106,-0.014599,-0.014625
89470,2023-03-08,SHY,,80.51,-0.000497,-0.000497,0.00127,0.001207
89470,2023-03-09,SHY,,80.77,0.003229,0.003229,-0.019276,-0.019425
89470,2023-03-10,SHY,,81.21,0.005448,0.005448,-0.016483,-0.016558
89470,2023-03-13,SHY,,82.02,0.009974,0.009974,-0.003098,-0.003125
89470,2023-03-14,SHY,,81.71,-0.00378,-0.00378,0.015863,0.015617
89470,2023-03-15,SHY,,82.19,0.005874,0.005874,-0.009262,-0.009299
89470,2023-03-16,SHY,,81.86,-0.004015,-0.004015,0.016293,0.016131
89470,2023-03-17,SHY,,82.27,0.005009,0.005009,-0.012043,-0.012103
89470,2023-03-20,SHY,,82.17,-0.001215,-0.001215,0.008716,0.008634
89470,2023-03-21,SHY,,81.86,-0.003773,-0.003773,0.013857,0.013792
89470,2023-03-22,SHY,,82.24,0.004642,0.004642,-0.01642,-0.016493
89470,2023-03-23,SHY,,82.48,0.002918,0.002918,0.001793,0.001597
89470,2023-03-24,SHY,,82.52,0.000485,0.000485,0.004737,0.004671
89470,2023-03-27,SHY,,82.17,-0.004241,-0.004241,0.003207,0.00319
89470,2023-03-28,SHY,,82.08,-0.001095,-0.001095,-0.000817,-0.000834
89470,2023-03-29,SHY,,82.05,-0.000365,-0.000365,0.013802,0.0138
89470,2023-03-30,SHY,,82.06,0.000122,0.000122,0.005538,0.005347
89470,2023-03-31,SHY,,82.16,0.001219,0.001219,0.014614,0.014581
89470,2023-04-03,SHY,0.18017,82.08,0.001219,-0.000974,0.003122,0.003032
89470,2023-04-04,SHY,,82.27,0.002315,0.002315,-0.006606,-0.006686
89470,2023-04-05,SHY,,82.38,0.001337,0.001337,-0.004045,-0.004163
89470,2023-04-06,SHY,,82.35,-0.000364,-0.000364,0.003105,0.002962
89470,2023-04-10,SHY,,82.06,-0.003522,-0.003522,0.002154,0.002129
89470,2023-04-11,SHY,,82.05,-0.000122,-0.000122,0.001796,0.001793
89470,2023-04-12,SHY,,82.14,0.001097,0.001097,-0.003977,-0.004033
89470,2023-04-13,SHY,,82.19,0.000609,0.000609,0.012827,0.012703
89470,2023-04-14,SHY,,82,-0.002312,-0.002312,-0.00272,-0.002729
89470,2023-04-17,SHY,,81.88,-0.001463,-0.001463,0.003645,0.003633
89470,2023-04-18,SHY,,81.86,-0.000244,-0.000244,0.000652,0.000649
89470,2023-04-19,SHY,,81.79,-0.000855,-0.000855,-0.000454,-0.000456
89470,2023-04-20,SHY,,81.99,0.002445,0.002445,-0.005743,-0.005818
89470,2023-04-21,SHY,,81.94,-0.00061,-0.00061,0.000615,0.000596
89470,2023-04-24,SHY,,82.03,0.001098,0.001098,0.00038,0.000241
89470,2023-04-25,SHY,,82.35,0.003901,0.003901,-0.016696,-0.01673
89470,2023-04-26,SHY,,82.25,-0.001214,-0.001214,-0.004091,-0.004095
89470,2023-04-27,SHY,,82.09,-0.001945,-0.001945,0.017335,0.017269
89470,2023-04-28,SHY,,82.18,0.001096,0.001096,0.008072,0.007962
