Date,FXB,FXC,FXE,FXF,FXY,FXB_mom_1m,FXB_mom_3m,FXB_mom_12m,FXC_mom_1m,FXC_mom_3m,FXC_mom_12m,FXE_mom_1m,FXE_mom_3m,FXE_mom_12m,FXF_mom_1m,FXF_mom_3m,FXF_mom_12m,FXY_mom_1m,FXY_mom_3m,FXY_mom_12m,EURUSD=X,GBPUSD=X,USDCAD=X,USDCHF=X,USDJPY=X,VIX,MOVE,US_T10Y,GBP_T10Y,JPY_T10Y,EUR_T10Y,CHF_T10Y,CAD_T10Y,US_T10Y_change,GBP_T10Y_change,JPY_T10Y_change,EUR_T10Y_change,CHF_T10Y_change,CAD_T10Y_change
2023-12-06,116.15016174316406,70.30485534667969,96.83336639404297,101.6273193359375,62.9900016784668,0.0206030085062352,0.015552311066767244,0.05852966219601585,0.010111641750208733,0.013019752625249792,0.02188248426505779,0.006074267451509963,0.012225443322154694,0.042768814136604716,0.027063503469988426,0.020375730945211945,0.0750734929031649,0.017280418946428844,-0.001743213919401465,-0.07625752422296317,1.0793657302856445,1.2594457864761353,1.3590999841690063,0.8749359846115112,147.18499755859375,12.970000267028809,124.9800033569336,4.114,3.946,0.65,2.213,0.74,3.283,-0.052999999999999936,-0.08400000000000007,-0.025000000000000022,-0.02499999999999991,0.013000000000000012,-0.058000000000000274
2023-12-07,116.4580078125,70.25601959228516,97.13554382324219,101.6073226928711,64.62000274658203,0.02642307215140982,0.019179304877642522,0.06488661691507236,0.014526241011922014,0.008646546086013895,0.025738485500854447,0.011565297734730917,0.014561700659374566,0.0475392382400468,0.02873200213843541,0.02058469215878911,0.07214134752156154,0.04681683501987277,0.027181734276228386,-0.051936630359884384,1.076669692993164,1.2558711767196655,1.359179973602295,0.8746399879455566,147.1840057373047,13.0600004196167,129.74000549316406,4.148,3.97,0.748,2.197,0.745,3.307,0.03399999999999981,0.02400000000000002,0.09799999999999998,-0.016000000000000014,0.0050000000000000044,0.02400000000000002
2023-12-08,116.09245300292969,70.29508972167969,96.83336639404297,101.10749053955078,63.97999954223633,0.0251082457561822,0.010915101034574715,0.05502650242337981,0.017238491654337107,0.005004232185553015,0.025449374038263972,0.006990300012607031,0.006819035836467924,0.04018782505503293,0.022326171485066437,0.012818855953981467,0.06630486347936126,0.04100228596326683,0.008830043983905744,-0.06475667128675677,1.079214334487915,1.258954405784607,1.3598599433898926,0.8754400014877319,144.2779998779297,12.350000381469727,121.6500015258789,4.229,4.041,0.772,2.268,0.793,3.375,0.0810000000000004,0.07100000000000017,0.02400000000000002,0.07099999999999973,0.04800000000000004,0.06800000000000006
2023-12-11,116.19827270507812,70.40253448486328,96.88211822509766,101.28742980957031,63.470001220703125,0.031021268417585457,0.013267790186797024,0.05419018786108065,0.020953791440354808,0.0050058604824001485,0.022164658681248506,0.011590904890547593,0.009156490889443036,0.03611734870510763,0.028929498201846204,0.015332920193024124,0.06327122216219916,0.034555872849390434,0.004590074614222228,-0.07003661215086998,1.0765769481658936,1.2554770708084106,1.3580800294876099,0.8796200156211853,144.98300170898438,12.630000114440918,126.66000366210938,4.237,4.079,0.776,2.263,0.787,3.422,0.008000000000000007,0.03799999999999937,0.0040000000000000036,-0.004999999999999893,-0.006000000000000005,0.04700000000000015
2023-12-12,116.2656021118164,70.30485534667969,97.17454528808594,101.6273193359375,63.79999923706055,0.030127959177658648,0.014614849675308683,0.05193560890149196,0.01752349193379188,0.003054991590228484,0.02659488484922745,0.01289516918443212,0.011793797097438219,0.04191893820462922,0.031125836016844266,0.020990616817097463,0.06527450390006306,0.04197288443635272,0.012377003707253698,-0.06547528381136725,1.076658010482788,1.2554612159729004,1.357800006866455,0.8780999779701233,146.0850067138672,12.069999694824219,118.62000274658203,4.21,3.969,0.735,2.23,0.734,3.407,-0.027000000000000135,-0.10999999999999988,-0.041000000000000036,-0.03299999999999992,-0.05300000000000005,-0.015000000000000124
2023-12-13,116.79471588134766,70.79329681396484,97.98359680175781,102.06717681884766,64.98999786376953,0.031047365422150808,0.02546576632187536,0.056005514662515354,0.024159134953191552,0.007232870264785918,0.0309897392342402,0.01967382267025486,0.02894041275369874,0.050161245863574955,0.03516880693055513,0.028300627234874476,0.0715690927287822,0.06140777967733868,0.031587267678881537,-0.04045482588749294,1.0798670053482056,1.2570710182189941,1.3585000038146973,0.8751299977302551,145.27999877929688,12.1899995803833,113.7699966430664,4.024,3.832,0.69,2.168,0.737,3.246,-0.18599999999999994,-0.137,-0.04500000000000004,-0.06199999999999983,0.0030000000000000027,-0.16100000000000003
2023-12-14,118.17996978759766,71.29148864746094,98.95836639404297,102.61699676513672,65.4800033569336,0.024873998751896886,0.03902130766788159,0.06016575316561079,0.022997613816654106,0.014601666760949872,0.03263257643779305,0.012392858355458003,0.03738163703950281,0.05119875438176047,0.02525814558387207,0.03540385647515065,0.0694859774738843,0.059375536355002145,0.04217732689240661,-0.04853235037346004,1.0886130332946777,1.2622915506362915,1.3508100509643555,0.8709700107574463,142.7729949951172,12.479999542236328,118.04000091552734,3.921,3.782,0.676,2.126,0.652,3.152,-0.1030000000000002,-0.04999999999999982,-0.013999999999999901,-0.04200000000000026,-0.08499999999999996,-0.09399999999999986
2023-12-15,117.30455780029297,71.46733093261719,98.05182647705078,102.15715026855469,65.2300033569336,0.02418460570638281,0.03167081584788156,0.04667387397592471,0.025520863667873428,0.014860126601752288,0.035036157448847804,0.006524630578329971,0.024650746017811365,0.03649518889443493,0.020256173033758262,0.030867890589567404,0.05786123075853489,0.06463200374708244,0.03737280930184306,-0.054637632508208744,1.0993602275848389,1.2771391868591309,1.3407000303268433,0.8671299815177917,142.2790069580078,12.279999732971191,115.75,3.915,3.688,0.711,2.013,0.614,3.122,-0.005999999999999783,-0.09399999999999986,0.03499999999999992,-0.11299999999999999,-0.038000000000000034,-0.03000000000000025
2023-12-18,117.04483032226562,71.33056640625,98.31500244140625,102.5470199584961,64.91000366210938,0.022173897023573863,0.029127612548443427,0.06558975742453077,0.028739419441522696,0.009160814712481535,0.040699926534428554,0.008722563611778478,0.028755610164881595,0.04436453297866194,0.025070719815306397,0.03532415186071591,0.06808904851060427,0.054076026827517554,0.033105232698347864,-0.0420601886698766,1.0895264148712158,1.2672343254089355,1.3381600379943848,0.8706120252609253,142.31300354003906,12.5600004196167,118.45999908447266,3.935,3.695,0.67,2.074,0.646,3.167,0.020000000000000018,0.006999999999999673,-0.040999999999999925,0.06099999999999994,0.03200000000000003,0.04499999999999993
2023-12-19,117.69898223876953,71.68221282958984,98.83164978027344,103.3167724609375,64.45999908447266,0.02368388258568843,0.03827640517587527,0.07273644137963253,0.030334084628689917,0.016229880164119193,0.048465493708948815,0.00818631853974483,0.035842588823236765,0.05339775666546975,0.028961270769376046,0.0444659049531535,0.082529905609533,0.039509769863816935,0.028234176049408477,-0.055254346870522664,1.092382788658142,1.2651821374893188,1.3397799730300903,0.867110013961792,142.7220001220703,12.529999732971191,115.02999877929688,3.931,3.659,0.64,2.016,0.655,3.142,-0.0040000000000000036,-0.03600000000000003,-0.030000000000000027,-0.05799999999999983,0.009000000000000008,-0.02499999999999991
2023-12-20,117.00634002685547,71.50639343261719,98.4417495727539,102.97689056396484,64.5199966430664,0.01334720473521811,0.03565341005973077,0.06761051910236437,0.02852776496879139,0.01443558332541417,0.04341073862457945,0.0009307298239020767,0.03133715149692251,0.0476339291948773,0.02465820084531689,0.046741073602780014,0.0736841879180623,0.03083554059391891,0.02494036316281112,-0.05284800291198255,1.0981045961380005,1.2732689380645752,1.3334200382232666,0.8603000044822693,143.88900756835938,13.670000076293945,111.87000274658203,3.853,3.527,0.554,1.978,0.671,3.059,-0.07799999999999985,-0.13199999999999967,-0.08599999999999997,-0.038000000000000034,0.016000000000000014,-0.08299999999999974
2023-12-21,117.47772216796875,71.98505401611328,99.0948486328125,103.82660675048828,65.2300033569336,0.015489103338245158,0.04494472149560669,0.0699877755708207,0.033528123453441694,0.02108548051071879,0.04717804732088626,0.010670801097932614,0.04018631570087461,0.05404609897624457,0.031676645376511825,0.05903634016013526,0.07928185771390783,0.04251244486308359,0.04201285857698145,-0.07971210659452899,1.0945708751678467,1.2641266584396362,1.335819959640503,0.8624600172042847,143.5229949951172,13.649999618530273,111.93000030517578,3.892,3.531,0.581,1.954,0.711,3.122,0.0389999999999997,0.0040000000000000036,0.026999999999999913,-0.02400000000000002,0.039999999999999925,0.06299999999999972
2023-12-22,117.65089416503906,72.05342864990234,99.18257141113281,103.9765625,65.08999633789062,0.01952232309853308,0.04888851705688624,0.0797781309178831,0.03393107612971491,0.019667731372754016,0.04715241498347411,0.013576800671577294,0.04546817303482609,0.0547635668764177,0.0330640914532474,0.06632765555444453,0.08027957048228562,0.04882363676362478,0.04294178011586136,-0.07673764059729615,1.100618600845337,1.268499493598938,1.3283900022506714,0.8562700152397156,142.07000732421875,13.029999732971191,111.37999725341797,3.901,3.505,0.625,1.969,0.697,3.214,0.008999999999999897,-0.026000000000000245,0.04400000000000004,0.015000000000000124,-0.014000000000000012,0.09200000000000008
2023-12-26,117.88175201416016,72.39535522460938,99.45550537109375,104.21648406982422,65.08999633789062,0.012265375138702517,0.05525570166697791,0.08554284424364633,0.03147816988087193,0.028605831560635897,0.054762362884563265,0.011438495739737542,0.0505990530785827,0.059179965087886366,0.03288329617386254,0.07285681938117228,0.0884234172105054,0.04797932214224443,0.044280353373274295,-0.07647569186037384,1.1020255088806152,1.27048659324646,1.3250000476837158,0.8557400107383728,142.22999572753906,12.989999771118164,116.0,3.897,3.5275,0.633,1.9775,0.697,3.214,-0.0050000000000003375,0.022499999999999964,0.018000000000000016,0.0030000000000001137,-0.014000000000000012,0.09200000000000008
2023-12-27,118.52628326416016,72.39535522460938,100.05986022949219,105.5560531616211,65.43000030517578,0.01604218234320065,0.06193266357413485,0.09044176942486737,0.03233843105295331,0.02803838355035282,0.051244404084042294,0.0153746459943358,0.06351631236925548,0.06387580398795878,0.044710596114601486,0.09294455192288087,0.10564523501740841,0.04704750436455929,0.05345354471419683,-0.06768310030414304,1.1043012142181396,1.272718071937561,1.3195199966430664,0.8535799980163574,142.46099853515625,12.430000305175781,114.52999877929688,3.789,3.435,0.601,1.9,0.684,3.067,-0.10799999999999965,0.022499999999999964,-0.03200000000000003,-0.07750000000000012,-0.014000000000000012,0.09200000000000008
2023-12-28,117.93946838378906,72.28788757324219,99.68944549560547,105.37611389160156,65.63999938964844,0.005224728617723162,0.05208781952823971,0.0867314895047544,0.027662751463659374,0.02467536975960538,0.04388140831672738,0.008926413551501033,0.05371764533591561,0.057562707345379494,0.040356641418249906,0.08457153644188398,0.09858510773514628,0.04207013241099089,0.05445782152045675,-0.060271999662711906,1.110864281654358,1.2800819873809814,1.320199966430664,0.8423299789428711,141.3990020751953,12.470000267028809,113.77999877929688,3.846,3.495,0.59,1.941,0.67,3.109,0.05699999999999994,0.06000000000000005,-0.01100000000000001,0.04100000000000015,-0.014000000000000012,0.041999999999999815
2023-12-29,118.12223815917969,72.17066955566406,99.46524047851562,105.7459945678711,65.80999755859375,0.0071119289854379986,0.05326999049013792,0.08888658987701303,0.027420607379747608,0.029818124020551506,0.04856469001425601,0.00804667734732134,0.05037936049450975,0.05820157870971587,0.03929044143119231,0.08849054634527809,0.10106443953099609,0.044768944355989326,0.05820869933787187,-0.051592475321288855,1.1068191528320312,1.2733986377716064,1.3229600191116333,0.8433600068092346,141.42999267578125,12.449999809265137,114.62000274658203,3.866,3.539,0.616,2.028,0.701,3.107,0.020000000000000018,0.04400000000000004,0.026000000000000023,0.08699999999999997,0.030999999999999917,-0.0019999999999997797
2024-01-02,116.99266052246094,71.71061706542969,98.61746215820312,104.61624908447266,65.30999755859375,0.003968876985895209,0.05195690056487301,0.07531124287690871,0.01917424936467338,0.030809616067517753,0.037265506970646456,0.007401202538566132,0.049887916279198974,0.043321617545512225,0.02980589970217906,0.07917093358156735,0.0827654687143431,0.04295750036078805,0.052877621213038184,-0.06899506574493286,1.1038745641708374,1.2728800773620605,1.3242000341415405,0.8418899774551392,141.12600708007812,13.199999809265137,127.0199966430664,3.941,3.642,0.616,2.067,0.701,3.179,0.042999999999999705,0.07750000000000012,0.026000000000000023,0.046499999999999986,0.030999999999999917,-0.0019999999999997797
2024-01-03,117.36886596679688,71.5931396484375,98.42211151123047,104.6662368774414,64.70999908447266,-0.0008447221879798184,0.05643023882722975,0.07700421209820463,0.011438026320427008,0.03302186981809219,0.03513649582828293,0.0060767571661732855,0.04910955607149248,0.03767150531662167,0.023059458544422817,0.08382114771737936,0.08507863269211913,0.02373042274522774,0.03602305528306271,-0.08987341106588442,1.0941756963729858,1.2623074054718018,1.332200050354004,0.8501200079917908,142.15499877929688,14.039999961853027,124.56999969482422,3.92,3.643,0.628,2.017,0.709,3.16,-0.020999999999999908,0.0009999999999998899,0.026000000000000023,-0.050000000000000266,0.030999999999999917,-0.018999999999999684
