date,bl_portfolio_return,equal_weighted_return
2023-12-01,0.000153831393103949,0.004205
2023-12-08,0.0030554022176569324,0.014498190880658653
2023-12-15,-0.000656855395655333,0.006477982105162412
2023-12-22,-0.0016038875133976662,0.0009721100425948867
2023-12-29,0.001464710999571872,-0.005660753113659372
2024-01-05,-0.0018243514948348934,-0.0010889910454289834
2024-01-12,-0.0011664728152918286,-0.000753443492317892
2024-01-19,0.0009391691906426616,0.006872226299124019
2024-01-26,-0.0008908913371321054,0.003819340052794117
2024-02-02,0.003774822839318165,0.0010420502094421716
2024-02-09,0.001567346892237615,0.0026735733770559987
2024-02-16,0.002420480735263669,0.005299221053395714
2024-02-23,0.0018384762743261607,0.008660877177769605
2024-03-01,0.0008434813520212179,0.005536515392641342
2024-03-08,0.0011635012171822203,0.0014226877376074208
2024-03-15,0.0018966152618143215,0.004730111687640494
2024-03-22,0.001764482566592534,0.008484429524761585
2024-03-29,-0.0025430401714912664,0.0035663992584771013
2024-04-05,-0.0031630761081140562,-0.01483038431602335
2024-04-12,-0.0074576070959836895,-0.006386540545716926
2024-04-19,0.0027069326092987313,0.009250922682961451
2024-04-26,0.003561522524604536,0.003428063316750507
2024-05-03,0.0011386331391827062,0.010926693610155004
2024-05-10,4.566499276843697e-05,0.01007628172000677
2024-05-17,-0.0006122275085478797,-0.008658352213080875
2024-05-24,-0.0025512826283760944,0.0006632265528221459
2024-05-31,0.0004995497223910081,-0.005708916300701528
2024-06-07,0.0004503230172055948,0.0011700732387327712
2024-06-14,-0.0002207071082834053,0.002781526665203862
2024-06-21,-0.0018448949625960406,-0.0026379860500938754
2024-06-28,-0.002073535750563501,0.008680256120313765
2024-07-05,0.003790508581669204,0.00991317847795456
2024-07-12,-0.0011812347027738714,-0.007033946592753579
2024-07-19,-0.0007191973414216319,0.0030483280451541867
2024-07-26,-0.0014283640942709375,-0.008321452812711025
2024-08-02,-0.001704940225754769,-0.00033816577878263145
2024-08-09,-0.0028438043153971248,0.014957832804249775
2024-08-16,0.0003018582924057393,0.01410765834095409
2024-08-23,-0.0004980754069540913,0.004533810117658556
2024-08-30,-0.006403289977157399,-0.019486881217791515
2024-09-06,0.004163917260734563,0.018485921872292446
2024-09-13,-0.0029194178939249225,0.0074793891109662435
2024-09-20,0.0011920258348312473,0.007289958041308002
2024-09-27,0.0009919947762108091,0.0028373629209287694
2024-10-04,0.001328316858862963,0.002734907457695542
2024-10-11,-0.001134838384515551,9.106882761564907e-06
2024-10-18,-0.004035595693832161,-0.005668416619232619
2024-10-25,-0.003595450427689888,-0.005626085221860448
2024-11-01,0.0024517659928786186,0.017962309742015105
2024-11-08,-0.0022770445729538534,-0.018203274253389985
2024-11-15,0.001605184775232056,0.015557736371181668
2024-11-22,-0.00018914970081417237,0.0071730471319446055
2024-11-29,-0.0038041855232407292,-0.004263419243988433
2024-12-06,-0.0026474987645714655,-0.0057386579191189835
2024-12-13,-0.0016716037478470569,-0.013937050292654664
2024-12-20,0.0002365083343564647,-3.629670359577034e-05
2024-12-27,0.0014178403740656683,-0.0001866110405741898
2025-01-03,,
2025-01-10,,
2025-01-17,-0.005340456539662619,0.009266344183898885
2025-01-24,0.00135288817266581,-0.004233142603923505
2025-01-31,-0.007240041976428101,0.003802950002911008
2025-02-07,0.0011579360273982402,0.009756671136299595
2025-02-14,0.0010044365864358687,-0.002827669228517198
2025-02-21,-0.0011050697448750917,-0.005198623317241081
2025-02-28,-0.000193003944317418,-0.00514666785407581
2025-03-07,-0.0019570939807967698,-0.009408441453260932
2025-03-14,-0.0008571066725057408,0.007673600711564035
2025-03-21,0.0011273103054416334,-0.0012949717556671426
2025-03-28,,
