date,bl_portfolio_return,equal_weighted_return
2024-01-12,-0.0055757037036077315,-0.009869278497911572
2024-01-19,0.0018011217041917743,0.000890516844264111
2024-01-26,-0.0004481556454677131,-0.0029939185732186235
2024-02-02,-0.0027095921606799713,-0.0037290564255974884
2024-02-09,-0.0009413930483418588,-0.003282044614827595
2024-02-16,0.0005499035082028312,0.001638460789665941
2024-02-23,0.0001769036853192193,-0.00038568263401466134
2024-03-01,-0.0034386945394013976,0.011794605895939371
2024-03-08,0.0007991184822821935,-0.007025867716071143
2024-03-15,-0.001923641971806768,-0.010681469321720826
2024-03-22,-0.004128374706509185,0.0006698253905527363
2024-03-29,0.0021040162266342424,6.300738087559052e-05
2024-04-05,0.0009523795675238124,-0.013726119154677918
2024-04-12,0.0019238664212957376,-0.0009257429646387649
2024-04-19,-0.0004217765136203275,-0.0009157448551972303
2024-04-26,2.407743014609849e-05,0.010347723180372248
2024-05-03,0.0020052405785061615,-0.0037470562456396457
2024-05-10,-0.0026507094092590756,0.005747548074444154
2024-05-17,-4.363764671097125e-05,-0.0034786250613263684
2024-05-24,0.0031624468491824945,0.0031720454262887054
2024-05-31,0.005212420792281162,-0.0008554463064502252
2024-06-07,0.0013145658456116436,-0.0009821427106938118
2024-06-14,-0.0009351267051671338,-0.003591314187852013
2024-06-21,-0.00019124513549173035,-0.0020127386995652417
2024-06-28,0.00021742856155595384,0.0070320914244841335
2024-07-05,-0.0022402758725570356,0.008152100000870011
2024-07-12,0.0040213443516081675,-0.0013499918475980753
2024-07-19,0.0006935244162935867,0.004317509199233683
2024-07-26,0.0025135318900240417,0.015149691759067043
2024-08-02,-0.004422688977745299,7.340282661445481e-05
2024-08-09,7.63902865027335e-05,0.003806582477911924
2024-08-16,-0.001086399761662131,0.019470446886015402
2024-08-23,-0.0010842189994097332,-0.006059849287315889
2024-08-30,0.000507581355556203,0.006327857290607275
2024-09-06,-0.003730997718880443,0.0002786581346869043
2024-09-13,0.002879453499117881,0.00047121807683305796
2024-09-20,-0.000530744028888971,0.00680451882748221
2024-09-27,0.0021124516164927514,-0.020999737921679043
2024-10-04,0.004646843413995879,-0.004290984960072653
2024-10-11,-0.002513373148538793,-0.0043153672177372645
2024-10-18,0.003745820652961336,-0.007447115639570968
2024-10-25,0.001015560519040777,-0.0024900918319669786
2024-11-01,-0.004336592349282062,-0.001989616150336504
2024-11-08,0.0009713247728534162,-0.01588511360370983
2024-11-15,-0.0055540182019784765,-0.003633892012947548
2024-11-22,0.0018255351669109938,0.015769779895177628
2024-11-29,0.004673900610497839,-0.0015936653000190536
2024-12-06,-0.0006270127013654168,-0.012251690960541153
2024-12-13,0.004227701969644778,-0.00684288339298913
2024-12-20,-0.0013495659936658775,-0.004593422851002549
2024-12-27,-0.0006994217486974352,-0.00568067406391235
2025-01-03,-0.000976227781281571,-0.006637178810270572
2025-01-10,0.0014247281852109621,0.0023009714220537216
2025-01-17,-0.0023384985261009185,0.013473801999022284
2025-01-24,0.0024862724603501346,-0.006136618770291347
2025-01-31,-0.00838112430973132,0.008461422817799314
2025-02-07,0.0010213952186285055,0.00855008623301028
2025-02-14,0.0011791912537766505,0.004436868632779434
2025-02-21,0.004641289775340348,-0.008766948570796584
2025-02-28,0.005792444258097234,0.024971482069958337
2025-03-07,-0.0013638352007650492,-0.0011166965858034675
2025-03-14,-0.001219800090759381,-0.0014541102820442076
2025-03-21,-0.0008024791125078893,0.0007267433249114497
