date,bl_portfolio_return,equal_weighted_return,mv_portfolio_return
2023-12-01,0.004205,0.004205,0.00015167959767347782
2023-12-08,-0.0015790000000000003,-0.0015789999999999999,-6.837428697303407e-05
2023-12-15,0.002434,0.002434,0.00033451134899600523
2023-12-22,-0.004049,-0.004049,-0.00028632660857126244
2023-12-29,0.001646,0.001646,0.00013712219966273108
2024-01-05,0.00055,0.00055,6.0067880941922254e-05
2024-01-12,0.011554,0.011554,0.0018664346298740487
2024-01-19,4.4e-05,4.4e-05,7.81345921979727e-06
2024-01-26,0.007568000000000002,0.007568,0.00029508115608230484
2024-02-02,0.006381999999999999,0.006381999999999999,0.000376391015298428
2024-02-09,-0.004713,-0.004713,-0.0002568400580538811
2024-02-16,0.0006870000000000001,0.0006869999999999999,4.9591145654459244e-05
2024-02-23,0.008189,0.008189,0.00038765344658605347
2024-03-01,-0.005701000000000001,-0.0057009999999999995,-0.00028430388580066336
2024-03-08,-0.005012,-0.005012,-0.00024961831008301293
2024-03-15,-0.002728,-0.002728,-0.00011638106963142821
2024-03-22,0.001425,0.001425,6.145744596163297e-05
2024-03-29,0.009819000000000001,0.009819,0.00042558474202421866
2024-04-05,-0.014893999999999998,-0.014893999999999998,-0.002259461888013193
2024-04-12,-0.0063739999999999995,-0.0063739999999999995,-0.00025686190033990034
2024-04-19,0.009415,0.009415,0.00015358123899202915
2024-04-26,0.011428,0.011428,0.00017965433857257418
2024-05-03,0.000732,0.000732,8.900317333802254e-06
2024-05-10,0.0016310000000000003,0.001631,1.905705740248167e-05
2024-05-17,0.007304,0.007304,0.0002061785419554676
2024-05-24,0.007227000000000001,0.007226999999999999,0.00045184641719828086
2024-05-31,-0.0031880000000000003,-0.003188,-0.00022302207495641366
2024-06-07,-0.001966,-0.001966,-0.00028771515746410254
2024-06-14,-0.0011470000000000002,-0.001147,-8.167575126006516e-05
2024-06-21,-0.002679,-0.002679,-0.00015712161005096954
2024-06-28,0.004255,0.004255,0.0003647891966346626
2024-07-05,0.006244999999999999,0.006245,0.0047066255809699795
2024-07-12,-0.006319000000000002,-0.006319,-0.0011374433171016673
2024-07-19,0.011320000000000002,0.01132,0.001185502040288948
2024-07-26,-0.019843,-0.019843,-0.001212617714993413
2024-08-02,0.004177,0.004177,0.00018376015367788082
2024-08-09,0.0024990000000000004,0.002499,3.6937349096310035e-05
2024-08-16,0.0134,0.013399999999999999,0.00020065817108027098
2024-08-23,0.009298,0.009298,0.0001507566894303606
2024-08-30,-0.016697000000000004,-0.016697,-0.0002500715991405778
2024-09-06,0.007209999999999999,0.007209999999999999,0.0007605878411174913
2024-09-13,-0.002509,-0.002509,-4.483334902121743e-05
2024-09-20,-0.0006380000000000001,-0.000638,-1.1624029743997646e-05
2024-09-27,0.009490000000000002,0.009489999999999998,0.00023241214102911442
2024-10-04,0.007488,0.007488,0.00025790222344827015
2024-10-11,0.003934,0.003934,0.00035895431110481387
2024-10-18,-0.001133,-0.001133,-9.875108513590689e-05
2024-10-25,0.003685,0.003685,0.0005714011653559088
2024-11-01,0.003842,0.0038419999999999995,0.0005194232354570525
2024-11-08,-0.012270000000000001,-0.01227,-0.0029444822021380095
2024-11-15,0.005528999999999999,0.005529,0.0023713190416391216
2024-11-22,0.005464,0.005464,0.0003020991888846394
2024-11-29,0.0030129999999999996,0.0030129999999999996,0.00014010623824095678
2024-12-06,-0.000774,-0.000774,-3.624147885420266e-05
2024-12-13,0.010642,0.010642,0.00046501079437865224
2024-12-20,-0.010692000000000002,-0.010692,-0.0033875176408459957
2024-12-27,-0.003392,-0.0033919999999999996,-0.00047204497039957387
2025-01-03,,,
2025-01-10,,,
2025-01-17,,,
2025-01-24,,,
2025-01-31,,,
