date,bl_portfolio_return,equal_weighted_return,mv_portfolio_return
2023-12-01,0.0019144993485067081,-0.00340804973207714,0.0019110098271471483
2023-12-08,0.004685972607086344,0.027395622081366342,0.00462183756118433
2023-12-15,0.002095845250566992,0.007575667380883282,0.002090729714234227
2023-12-22,0.006054580125268672,0.0037031055606847,0.006049854052945849
2023-12-29,-0.005550105366784922,-0.00813830049024849,-0.005511600626369311
2024-01-05,0.0074288033460482555,0.004821657199583727,0.007460828202031092
2024-01-12,-0.0011591388505253512,-0.0044361330527500666,-0.0012083064650002184
2024-01-19,0.00913453144737799,0.010422898938000818,0.009116070491238994
2024-01-26,0.006477468214269925,0.011662614270748065,0.0064549352037883735
2024-02-02,0.0019414688961267572,0.002754761750540459,0.0019111010864968601
2024-02-09,-0.00019424728554011479,0.006336128466761792,-0.0001675184621149453
2024-02-16,0.005017826838802851,0.013890120016230164,0.0050065589348178155
2024-02-23,0.0032168972304285406,0.008275929224130311,0.0031881263748054353
2024-03-01,0.0033846488262503516,0.004914700299986186,0.003402995596587506
2024-03-08,-0.0045811596508629725,-0.00026600836192335465,-0.004582076372582677
2024-03-15,0.007275311102357611,0.0168079143465322,0.007225058417723366
2024-03-22,-0.0019159449742284082,0.012251906549805923,-0.0019181313408674235
2024-03-29,-0.003949885841502962,-0.008828838309784658,-0.0039528042031815765
2024-04-05,-0.007447349009488763,-0.020487549349078978,-0.007450634795196044
2024-04-12,-0.005692218586300023,-0.014933955562947573,-0.005682504158137438
2024-04-19,0.006679237985927447,0.016015743778079728,0.006661954987616763
2024-04-26,0.005403636369552606,0.004224036613228576,0.0053964755044847035
2024-05-03,0.006644380248444791,0.021444127619192708,0.006621248309444493
2024-05-10,-0.0024499779403650483,0.012640246221565758,-0.0025075651525381746
2024-05-17,0.0017208167496878396,-0.013344457984105268,0.0017407388104765601
2024-05-24,-0.005720769435339621,0.0028837762873697693,-0.005701826125847737
2024-05-31,0.007602681366651211,-0.0031693629556535604,0.00761451369415828
2024-06-07,-0.0008072593286522294,-0.00017639778831297012,-0.0008623154195825379
2024-06-14,0.0021208052224960298,0.009276377846427158,0.0021285432524042313
2024-06-21,-0.004043407304720507,-6.129381239156592e-05,-0.004047355328051897
2024-06-28,0.0022030113663037538,0.007737232946963136,0.0021761098487047435
2024-07-05,0.008309751253239442,0.017197268794842503,0.008307336910183288
2024-07-12,0.001968621683139183,-0.00481264139265867,0.001997022359705916
2024-07-19,0.0007624485749126668,0.0009628900861081097,0.0007590543710973859
2024-07-26,-0.002427631831927101,-0.009503086603902958,-0.0024197367067584643
2024-08-02,0.00685076402602693,-0.00011576301194600565,0.006855333803730616
2024-08-09,0.0037486187717176,0.02516942335817855,0.0037281094235086464
2024-08-16,0.009586232751606024,0.017335657088511962,0.009554961679241886
2024-08-23,0.0040342671046291415,0.007798315602322904,0.004026418272475797
2024-08-30,-0.002063027313521257,-0.030611721496792036,-0.0020013051786341857
2024-09-06,0.011139419349200591,0.03074838121198805,0.01109323593737025
2024-09-13,-5.4381408350690406e-05,0.013112527865036158,-7.739310114561355e-05
2024-09-20,0.00020065920268886453,0.008080511044395021,0.000161628333618001
2024-09-27,-0.0020562435266451434,0.002724559936975361,-0.002048971653124253
2024-10-04,0.003642526609032625,0.004086932455069102,0.0036233629630207783
2024-10-11,0.005778330893960341,0.010215178123401942,0.00578822542205295
2024-10-18,-0.003579407173726766,-0.015540169666908238,-0.0035658508013346004
2024-10-25,-0.0024945621936439152,-0.011601290856494053,-0.0024878675696105145
2024-11-01,0.02533038368718688,0.039565826670903866,0.02529776775948921
2024-11-08,-0.0031018134275016896,-0.015552829559159577,-0.0030314969728080956
2024-11-15,0.00415823979823739,0.023194472042760737,0.004148670417260715
2024-11-22,0.009487769947584724,0.011325785924248538,0.0094687910353052
2024-11-29,-0.006770292199649341,-0.01036238227132477,-0.006810621501775937
2024-12-06,-0.0033406477328417517,-0.014379572522314487,-0.0033556706948004817
2024-12-13,0.0015124086329207356,-0.029573878733968075,0.0014909697338930724
2024-12-20,-0.0012281290882370896,0.0053344184843866285,-0.001226531089060713
2024-12-27,-0.0071515457180112065,-0.0011018147694096259,-0.007152413667180687
2025-01-03,-0.010014870225116185,-0.016227607096134657,-0.009988630693335806
2025-01-10,0.013871220520780235,0.03808119511316069,0.013788214127268399
2025-01-17,0.010599081012290856,0.01183126458574098,0.010538964342053817
2025-01-24,0.008739154135723702,-0.004353471293168614,0.00876087638198555
2025-01-31,-0.007373461734631748,0.0005854658949611426,-0.007372320167142817
2025-02-07,-0.006014465226766243,0.010648451181567986,-0.006023420579597037
2025-02-14,-0.001490856986691068,-0.0074178024836637595,-0.0014396667794782346
2025-02-21,0.0049319116222676295,0.0021606288052165123,0.004949581559045562
2025-02-28,-0.005077477524771671,-0.023595196823488884,-0.005107829940098994
2025-03-07,-0.01648421946524151,-0.018596007432852137,-0.016484269937471006
2025-03-14,-0.001466537646906811,0.007282342209981263,-0.0014804429403453975
2025-03-21,-0.009389439793432213,-0.004614518028148324,-0.009376260145687284
2025-03-28,-0.005620680075312178,-0.08154194009412803,-0.0055229238766117275
2025-04-04,0.017640137375878124,0.035218134029391224,0.017696225307175073
2025-04-11,-0.004335604182586513,0.003445409794744362,-0.004316569337037378
2025-04-18,-0.0024340703101130073,0.02725004705694553,-0.0024830196044815277
